User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
SarahG,"Dined on January 20, 2013","We recently ate lunch/brunch at the Heirloom. The food is the best feature. The food is not over-done, or too high-flown: it's of a really good home cooking style. Service was not terrific (food was a bit slow coming out; coffee at first was lukewarm, but promptly replaced upon request) and that may have been because the restaurant was reasonably crowded. It's a nice space, with tables not too crowded together.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 4
MarnieM,"Dined on January 19, 2013","Very nice restaurant extremely convenient to parking and the newly redone Yale University Art Museum, a perfect place to begin a great afternoon!",5 stars,Overall 5,Food 5,Service 4,Ambience 5
ASKme,"Dined on January 19, 2013","Lively environment. Friendly service. The kale salad is fantastic. Delicious food, great wine. Loved our meals there!",5 stars,Overall 5,Food 5,Service 4,Ambience 5
ASKme,"Dined on January 19, 2013",Great find in the suburbs. Creative menu. Great drinks. Delicious food!,4 stars,Overall 4,Food 4,Service 4,Ambience 4
KelliB,"Dined on January 17, 2013",First time here. I really liked the menu and my entree was excellent. I also really liked the ambiance and styling inside the restaurant.,4 stars,Overall 4,Food 4,Service 3,Ambience 4
Alyssa,"Dined on January 13, 2013","Very nice interior, and nice vibe. Food is average. Our dishes were over-salted.",2 stars,Overall 2,Food 2,Service 3,Ambience 3
RickA,"Dined on January 11, 2013","Located in The Study hotel, this open bar/restaurant is right in he heart of the Chapel Street Yale neighborhood and makes for a great lunch spot when visiting one of the nearby museums. Parking is nearby and inexpensive. We order a simple lunch with a burger, tomato soup, and iceberg salad with bacon and bleu cheese. The burger was moist and delicious with a very tasty resigns and on a baguette hat was fresh and crisp. The tomato soup was light,y smokes and came with very yummy cheese croutons. My wife said the salad was very good. So, elegant and modern but relatively inexpensive and not fussy. A nice find.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 3
Globetrotter,"Dined on December 31, 2012","Great fresh menu choices.
Wonderful service.
Can't wait to go again.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
pahfoodguy,"Dined on December 29, 2012","What a supprise. My wife and I were looking for a restaurant near the Shuber theater. We ate early, the food was great, the service was great. A very enjoyable meal.
It was quiet when we ate but was picking up as we left.
Difinately would go back.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 4
Deborah,"Dined on December 26, 2012",Our Christmas Dinner at Heirloom was wonderful. I will certainly consider coming back for our holiday dining again.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Wonderful,"Dined on December 23, 2012","Interesting menu and great food. Very adequate portions and our service was top notch. Were just 2, but never felt rushed and that made it all the better. We definitely will be back.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
MargaretS,"Dined on December 23, 2012",Excellent meal from a very tempting menu.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
jdee,"Dined on December 21, 2012","The tomato soup was unusually well-flavored and stood out from the ordinary. The sandwiches were on delightfully light brioche bread: the grilled cheese was very good and the smoked trout melt was very flavorful, rich, and delicious.",4 stars,Overall 4,Food 4,Service 3,Ambience 3
Jeff,"Dined on December 11, 2012","This was very good, on a level with Zinc, for example. Interesting combinations (I had the Duck). Drinks were great and the wine list very good and, I thought, reasonably priced given the trend for restaurants to try and make more money by gouging you with its wine prices. I'll probably come back, though it's about 20% more expensive than it ought to be AND it's way too noisy, thanks to all the hard surfaces.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on December 4, 2012","The service was very slow and inefficient. We had to ask them to take our drink order, we had to ask them to bring us some bread after 30 min of waiting for our apps and I told the waiter if our food does not come out in 5 min we are leaving (after waiting for over an hour). EXTREMELY salty food (possible culprit the Pancetta), I thought I am biting on salt rocks, and the food came out cold. The ambience is very nice and cozy.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 5
NHFoodie,"Dined on November 24, 2012","Second visit to Heirlloom, and again I am amazed at the level of the good. Supurb locally sourced ingredients, inventive menu choices for both the small plates and entrees, and amazing execution. Perfectly prepared duck, an amazing baked clam appetizer, and not to be missed deserts. Be sure to go soon, being a pessimist I assume something this good can't last.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on November 23, 2012","Once again, our meal was really wonderful. We dined on Thankgiving and the menu included both the traditional turkey dinner as well as the regular a la carte menu choices.

While the appetizers and main courses change periodically with the seasons, the dessert menu seems stagnant. I like the seeing the new items on the main menu and I would really like to see some new creations on the dessert list as well. The desserts are good, but if you dine at Heirloom periodically, you want to see new offerings on both the savory and sweet side.
Read more",5 stars,Overall 5,Food 4,Service 5,Ambience 5
AuPoivre,"Dined on November 15, 2012","We went during Restaurant Week. We'd heard great things but hadn't had a chance to make it yet. The roast pork was very very dry. The mussels entree was an appetizer portion and was flat - needs acid, maybe a squeeze of lime juice. Great atmosphere - go for drinks, but eat at Caseus or Union League.
Read more",3 stars,Overall 3,Food 2,Service 3,Ambience 4
OpenTable Diner,"Dined on November 14, 2012","A friend and I went for restaurant week and were very happy with our experience. We had been to the bar about a week prior and that was what convinced us to try Heirloom. The food was delicious and the ambiance is very sleek and sexy. I would definitely recommend Heirloom.
Read more",5 stars,Overall 5,Food 4,Service 4,Ambience 5
OpenTable Diner,"Dined on November 13, 2012",Went there during the New Haven restaurant week. Excellent food. I took one star off from food because the dessert was a bit over sweetened.,5 stars,Overall 5,Food 4,Service 5,Ambience 5
sonnygetstoeat,"Dined on November 12, 2012",I have been to Heirloom many times and have always been happy with both the food and the service. Really well run!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on November 12, 2012","Service was slow. Food was good, but lunch/brunch menu was very uninspired.",3 stars,Overall 3,Food 3,Service 2,Ambience 3
Francesca,"Dined on November 7, 2012",Great staff and menu. Nice wine list too. Fun ambiance.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
LydiaA,"Dined on November 7, 2012","Heirloom is a very nice restaurant that would benefit from more professional service. It took way too long for our appetizers to arrive. In general we were unimpressed with the appetizers, but enjoyed our main courses. The restaurant is comfortable and has a nice ambience. Just wish we had service to match the price-point!
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 4
claypoint,"Dined on November 3, 2012",Wish that their food weren't so often greasy!,3 stars,Overall 3,Food 2,Service 3,Ambience 4
OpenTable Diner,"Dined on October 27, 2012","I had given special charging instructions in advance of the reservation, which apparently did not get communicated appropriately to the staff that day. It caused for some confusion and additional work.",2 stars,Overall 2,Food 4,Service 1,Ambience 4
Willie,"Dined on October 25, 2012","The food is terrific and really the only compelling reason to eat there. It is uniquely and interestingly presented and prepared with a vision that is hard to characterize but compelling and very tasty. The service is slow and the setting noisey - nothing is perfect, it seems, but not reasons to avoid eating there.
Read more",4 stars,Overall 4,Food 5,Service 2,Ambience 3
