User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
TerriB,"Dined on August 5, 2011","The whole lunch was a disaster, we waited forever for lemondaes, ice tea & cocktail. we were served hot wings with no water. It took at least 45 minutes to get our lunch, and it was only fair. The $6.00 side of mac & chesse was served in a small cup and it was tasteless. Would not reccommend this resturaunt.",1 star,Overall 1,Food 2,Service 1,Ambience 4
Saugadoug,"Dined on August 5, 2011",great location for Chicago Theatre.,3 stars,Overall 3,Food 3,Service 4,Ambience 3
OpenTable Diner,"Dined on August 5, 2011",better than some neighbor pre-concert/theater places,3 stars,Overall 3,Food 3,Service 3,Ambience 3
BrendaF,"Dined on July 31, 2011","The Food was extremely salty, not prepared well and didn't taste fresh. This was a Saturday night experience when the food should be the freshest.",2 stars,Overall 2,Food 1,Service 4,Ambience 4
OpenTable Diner,"Dined on July 27, 2011","At 6 p.m. on a Tuesday evening, without many people in the restaurant, the service should be top-notch. But it wasn't. The busboy was excellent, but the waitress seemed like she didn't want to be working. I requested outside seating, the host sat us, and it took our waitress more than 10 minutes to approach our table. I'd even gone back inside to ask the host if anyone was going to serve us. We were heading to a 7:30 show at the Goodman. Not the best start. The fries served as an appetizer were soggy. Of the 3 entrees, 2 were not bad and 1 was pretty generic. The desserts were just ok. I was surprised that the lemon bar was more like cheesecake. You'd think the food would be more exciting at a place like this.
Read more",2 stars,Overall 2,Food 2,Service 1,Ambience 3
OpenTable Diner,"Dined on July 23, 2011","Great food, fun music and great find.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on July 10, 2011","The Wit is a lovely hotel with great decor and class. The same is true of their restaurant, State and Lake. However, the servers need to be ""taken down a peg"". There is NO reason why an establishment cannot be sophisicated and offer warm, friendly service. Take notice, Wit, because there are several places in Chicago which do accomplish just that.",3 stars,Overall 3,Food 4,Service 2,Ambience 4
BREJ,"Dined on July 8, 2011","If the waiter had remembered to bring a spoon for my guest's soup, my only concern would not exist.",4 stars,Overall 4,Food 4,Service 3,Ambience 4
OpenTable Diner,"Dined on July 7, 2011","HAVE THE STATE STREET GIMLETS!!!! They were so good, they comprised half our bill!!! (thank God for taxis!!) The duck tacos were spectacular!! The sesame tuna salad and crabcakes were to die for!!! The lemon bar with raspberry sauce was heaven!! We can't wait to return and try more foodies!!!",5 stars,Overall 5,Food 5,Service 4,Ambience 4
MarciaMarcia,"Dined on July 7, 2011",We go to this restaurant on occasion before theater. Great location.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on July 6, 2011","I've been here many times, but won't go back. They brought the wrong food, and then that order had to go back to get heated more. Wasn't addressed on the bill, even though it was gross. Just a bad experience all around.",1 star,Overall 1,Food 1,Service 1,Ambience 3
Samma121,"Dined on June 30, 2011","Great location, but I expected more from a restaurant at the Wit. Waiter was very nice, but not very attentive. I was told I couldn't get dressing on the side of my sandwich (what?!), food took awhile, no water refills, and check was brought out before we were asked if we wanted anything else...coffee, dessert, more wine. This place was highly recommend, so I was definitely disappointed.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 3
Mara,"Dined on June 27, 2011",the 20.00 pre theater package is a great great deal!!,5 stars,Overall 5,Food 5,Service 5,Ambience 4
Ringo,"Dined on June 25, 2011","Very disappointing. Service was fine but the food was very average. The place was simply ""average.""",2 stars,Overall 2,Food 2,Service 3,Ambience 3
OpenTable Diner,"Dined on June 18, 2011",The service was very good and the food came out quickly. We really enjoyed our dining experience.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
YCotia,"Dined on June 9, 2011",Food was good. Waitress seemed in a hurry to take our order as well as for us to handle the check. Place was not even half full.,3 stars,Overall 3,Food 3,Service 3,Ambience 3
OpenTable Diner,"Dined on May 21, 2011","Great atmosphere, but the cocktails are expensive.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
DanK,"Dined on May 20, 2011","As I truly like this restaurant, our dining experience this Friday was very disappointing!
Seemed to be lots of servers/staff.....with little attention and actual service. I had a chicken sandwich......dry/bland! Bland experience overall! May return.",2 stars,Overall 2,Food 2,Service 2,Ambience 4
OpenTable Diner,"Dined on May 20, 2011","I enjoyed it. My group was going to the Chicago Theatre for a show and wanted to eat beforehand. State and Lake was a very reasonably priced option for us. I had the BBQ Shrimp Chopped Salad and it was great. The waiter was aware of the show time and made sure that we were served in a timely manner. Everyone in the restaurant was helpful and courteous. The decor is nice and modern and the view of State Street is wonderful on a clear evening. I definitely recommend this restaurant.
Read more",4 stars,Overall 4,Food 3,Service 4,Ambience 4
OpenTable Diner,"Dined on May 18, 2011","I have been to this restaurant many times and usually enjoy it. My most recent visit, however, was not as enjoyable because of really poor service. The kitchen was really slow; even though I put my order in immediately, it took a very long time to get my food. Then when it came, the order was not made correctly. Getting the waiter's attention on this point was next-to-impossible. Neither he nor the hostess (who saw me waving my arm trying to get the waiter's attention) was at all apologetic about the mistake.
Read more",2 stars,Overall 2,Food 3,Service 1,Ambience 3
OpenTable Diner,"Dined on May 16, 2011","The food was good, but the service was terrible. The waitress ignored us then brought the wrong check twice! I didn't think I would ever get out of there. I wrote to the restaurant to complain and never received a reply.",1 star,Overall 1,Food 3,Service 1,Ambience 2
vir2ul1,"Dined on May 16, 2011","We thought this would be a convenient pre-concert restaurant. It wasn't bad, just unimpressive. Duck tacos sounded interesting but were bland. A wedge salad was made up of low-quality lettuce. As the place was filling up with customers around 7p.m. the music suddenly got VERY loud making conversation difficult.

In fairness, this is more of a singles bar scene than a restaurant. If that's your objective you'll probably like it.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 2
Comish,"Dined on May 13, 2011","Thursday was my 7th visit. All prior visits were exceptional - those visits we were a party of 2 (and one time 3). On Thursday we were a party of 6. Our experience was not so great as in the past. A 20% gratuity was added - we split the bill (one for drinks and one for food). On both bills we also added a 20% which we caught afterward. We were able to fix it, but my experience is a 15 or 18% inclusion is acceptable, not 20%. Our server was new and so, so. We were celebrating a special occasion. The champagne selection was limited, not so good and we purchased a $100. bottle ~ poured our own. There was a special - beer and burger, but they were out of the beer - We were not told in advance. We return, based on prior experiences.
Read more",2 stars,Overall 2,Food 3,Service 2,Ambience 4
JenniferA,"Dined on May 12, 2011","Restaurant called ahead to confirm our reservation and we were seated promptly upon arrival. Great drink selections and the ""Steak & Cake"" entree was fanststic - cooked to perfection! Would definately recommend State & Lake.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
OpenTable Diner,"Dined on May 8, 2011","Overall, the food was good, except that one of our party had an egg that was overcooked.

Service, however, was just mediocre.  Our waitress was never around.  The bottles of water on the tables can be deceptive - they are not free, and the waitress didn't bother to tell us this before we reached for it. For the price that brunch/breakfast runs here, the service just didn't measure up.
Read more",2 stars,Overall 2,Food 2,Service 1,Ambience 3
OpenTable Diner,"Dined on May 8, 2011","Service was awful. First round of drinks ordered took around 15 minutes to be delivered, all the while we watched the bartender on duty just stand there and do nothing. Numerous items on the menu were not available. Items requested from server were never brought to the table. Glass of champagne was ordered and only two options provided were Proseco and $25 glass of champage. Price of glass of champagne was never disclosed and the same glass of champagne at a restaurant on Michigan Ave, 3 blocks away was only $9. Very disappointing experience and will never return. Will not refer this restaurant to any clients or fiends, will refer them to other restaurants in the area.
Read more",1 star,Overall 1,Food 2,Service 1,Ambience 3
